date,ticker,marketCap,size_category,Total Cash From Operating Activities,Net Income,Depreciation And Amortization,Change In Working Capital,Total Revenue,Gross Profit,Operating Income,Total Assets,Accounts Receivable,Inventory,Accounts Payable
2025-07-31,AMAT,162451324928,Large-Cap,,1779000000.0,113000000.0,588000000.0,7302000000.0,3562000000.0,2233000000.0,34211000000.0,5772000000.0,5807000000.0,1769000000.0
2023-12-31,AMCR,18582298624,Large-Cap,,,,,,,,,,,
2024-03-31,AMCR,18582298624,Large-Cap,,,,,,,,,,,
2024-06-30,AMCR,18582298624,Large-Cap,,257000000.0,147000000.0,560000000.0,3535000000.0,754000000.0,410000000.0,16524000000.0,1846000000.0,2031000000.0,2580000000.0
2024-09-30,AMCR,18582298624,Large-Cap,,191000000.0,141000000.0,-631000000.0,3353000000.0,659000000.0,318000000.0,16910000000.0,1973000000.0,2228000000.0,2380000000.0
2024-12-31,AMCR,18582298624,Large-Cap,,163000000.0,126000000.0,128000000.0,3241000000.0,626000000.0,330000000.0,16165000000.0,1775000000.0,2126000000.0,2380000000.0
2025-03-31,AMCR,18582298624,Large-Cap,,196000000.0,132000000.0,-301000000.0,3333000000.0,654000000.0,345000000.0,18042000000.0,1969000000.0,2142000000.0,2339000000.0
2025-06-30,AMCR,18582298624,Large-Cap,,-39000000.0,323000000.0,726000000.0,5082000000.0,895000000.0,323000000.0,37066000000.0,3426000000.0,3471000000.0,3490000000.0
2023-12-31,AMD,258778660864,Large-Cap,,,,,,,,,,,
2024-03-31,AMD,258778660864,Large-Cap,,,,,,,,,,,
2024-06-30,AMD,258778660864,Large-Cap,,265000000.0,769000000.0,-608000000.0,5835000000.0,2864000000.0,269000000.0,67886000000.0,5749000000.0,4991000000.0,1699000000.0
2024-09-30,AMD,258778660864,Large-Cap,,771000000.0,838000000.0,-660000000.0,6819000000.0,3419000000.0,724000000.0,69636000000.0,7241000000.0,5374000000.0,2530000000.0
2024-12-31,AMD,258778660864,Large-Cap,,482000000.0,786000000.0,-70000000.0,7658000000.0,3882000000.0,1057000000.0,69226000000.0,6192000000.0,5734000000.0,1990000000.0
2025-03-31,AMD,258778660864,Large-Cap,,709000000.0,742000000.0,-748000000.0,7438000000.0,3736000000.0,806000000.0,71550000000.0,5443000000.0,6416000000.0,2206000000.0
2025-06-30,AMD,258778660864,Large-Cap,,872000000.0,757000000.0,464000000.0,7685000000.0,3059000000.0,-134000000.0,74820000000.0,5115000000.0,6677000000.0,3080000000.0
2023-12-31,AME,43045199872,Large-Cap,,,,,,,,,,,
2024-03-31,AME,43045199872,Large-Cap,,,,,,,,,,,
2024-06-30,AME,43045199872,Large-Cap,,337683000.0,98681000.0,-41960000.0,1734834000.0,624409000.0,447514000.0,14795866000.0,976442000.0,1101719000.0,510457000.0
2024-09-30,AME,43045199872,Large-Cap,,340241000.0,90368000.0,61819000.0,1708564000.0,615810000.0,445851000.0,14767639000.0,968240000.0,1084622000.0,511680000.0
2024-12-31,AME,43045199872,Large-Cap,,387257000.0,95878000.0,45998000.0,1761602000.0,644749000.0,468981000.0,14631169000.0,948830000.0,1021713000.0,523332000.0
2025-03-31,AME,43045199872,Large-Cap,,351758000.0,106367000.0,-42196000.0,1731971000.0,625000000.0,454829000.0,14877096000.0,996536000.0,1069527000.0,534447000.0
2025-06-30,AME,43045199872,Large-Cap,,358367000.0,107701000.0,-78905000.0,1778056000.0,635889000.0,461626000.0,15266546000.0,1020967000.0,1110502000.0,549291000.0
2023-12-31,AMGN,146962022400,Large-Cap,,,,,,,,,,,
2024-03-31,AMGN,146962022400,Large-Cap,,,,,,,,,,,
2024-06-30,AMGN,146962022400,Large-Cap,,746000000.0,1400000000.0,122000000.0,8388000000.0,5152000000.0,1909000000.0,90907000000.0,6934000000.0,7995000000.0,2267000000.0
2024-09-30,AMGN,146962022400,Large-Cap,,2830000000.0,1396000000.0,856000000.0,8503000000.0,5193000000.0,2047000000.0,90883000000.0,7317000000.0,7362000000.0,2147000000.0
2024-12-31,AMGN,146962022400,Large-Cap,,627000000.0,1397000000.0,2079000000.0,9086000000.0,5974000000.0,2311000000.0,91839000000.0,6782000000.0,6998000000.0,1908000000.0
2025-03-31,AMGN,146962022400,Large-Cap,,1730000000.0,1387000000.0,-1016000000.0,8149000000.0,5181000000.0,1178000000.0,89367000000.0,8132000000.0,6729000000.0,2406000000.0
2025-06-30,AMGN,146962022400,Large-Cap,,1432000000.0,1341000000.0,-759000000.0,9179000000.0,6168000000.0,2656000000.0,87897000000.0,8701000000.0,6583000000.0,3010000000.0
2023-12-31,AMP,47068852224,Large-Cap,,,,,,,,,,,
2024-03-31,AMP,47068852224,Large-Cap,,,,,,,,,,,
2024-06-30,AMP,47068852224,Large-Cap,,829000000.0,-47000000.0,851000000.0,4220000000.0,,,179700000000.0,14823000000.0,,
2024-09-30,AMP,47068852224,Large-Cap,,511000000.0,-36000000.0,2607000000.0,4397000000.0,,,185969000000.0,14768000000.0,,
2024-12-31,AMP,47068852224,Large-Cap,,1071000000.0,-34000000.0,-670000000.0,4501000000.0,,,181403000000.0,14472000000.0,,
2025-03-31,AMP,47068852224,Large-Cap,,583000000.0,-27000000.0,1162000000.0,4354000000.0,,,179059000000.0,14732000000.0,,
2025-06-30,AMP,47068852224,Large-Cap,,1060000000.0,-27000000.0,477000000.0,4375000000.0,,,184903000000.0,14683000000.0,,
2023-12-31,AMT,90967171072,Large-Cap,,,,,,,,,,,
2024-03-31,AMT,90967171072,Large-Cap,,,,,,,,,,,
2024-06-30,AMT,90967171072,Large-Cap,,900300000.0,561700000.0,-207700000.0,2544700000.0,1895400000.0,1156200000.0,65837800000.0,712300000.0,,206000000.0
2024-09-30,AMT,90967171072,Large-Cap,,-792300000.0,512800000.0,89900000.0,2522300000.0,1870500000.0,1139200000.0,62816800000.0,537800000.0,,221300000.0
2024-12-31,AMT,90967171072,Large-Cap,,1229600000.0,500900000.0,-49300000.0,2547600000.0,1893200000.0,1166600000.0,61077400000.0,540000000.0,,240800000.0
2025-03-31,AMT,90967171072,Large-Cap,,488700000.0,492500000.0,-116400000.0,2562800000.0,1928300000.0,1254100000.0,62055600000.0,683300000.0,,199600000.0
2025-06-30,AMT,90967171072,Large-Cap,,366800000.0,510300000.0,-145600000.0,2626900000.0,1938200000.0,1197700000.0,63754500000.0,772100000.0,,229700000.0
2023-12-31,AMZN,2343934361600,Large-Cap,,,,,,,,,,,
2024-03-31,AMZN,2343934361600,Large-Cap,,,,,,,,,,,
2024-06-30,AMZN,2343934361600,Large-Cap,,13485000000.0,12038000000.0,-6084000000.0,147977000000.0,74192000000.0,14672000000.0,554818000000.0,50106000000.0,34109000000.0,81817000000.0
2024-09-30,AMZN,2343934361600,Large-Cap,,15328000000.0,13442000000.0,-6674000000.0,158877000000.0,77900000000.0,17411000000.0,584626000000.0,51638000000.0,36103000000.0,84570000000.0
2024-12-31,AMZN,2343934361600,Large-Cap,,20004000000.0,15631000000.0,7100000000.0,187792000000.0,88899000000.0,21203000000.0,624894000000.0,55451000000.0,34214000000.0,94363000000.0
2025-03-31,AMZN,2343934361600,Large-Cap,,17127000000.0,14262000000.0,-15753000000.0,155667000000.0,78691000000.0,18405000000.0,643256000000.0,54216000000.0,35864000000.0,89241000000.0
2025-06-30,AMZN,2343934361600,Large-Cap,,18164000000.0,15227000000.0,-6163000000.0,167702000000.0,86893000000.0,19171000000.0,682170000000.0,57415000000.0,40825000000.0,98285000000.0
2023-12-31,ANET,179103318016,Large-Cap,,,,,,,,,,,
2024-03-31,ANET,179103318016,Large-Cap,,,,,,,,,,,
2024-06-30,ANET,179103318016,Large-Cap,,665400000.0,15500000.0,390200000.0,1690400000.0,1097200000.0,699600000.0,11623235000.0,1226795000.0,1853776000.0,297832000.0
2024-09-30,ANET,179103318016,Large-Cap,,747938000.0,15550000.0,485248000.0,1810936000.0,1161717000.0,785250000.0,12846723000.0,1130897000.0,1769962000.0,289161000.0
2024-12-31,ANET,179103318016,Large-Cap,,800996000.0,15388000.0,240834000.0,1930436000.0,1230994000.0,799652000.0,14043921000.0,1140478000.0,1834572000.0,381083000.0
2025-03-31,ANET,179103318016,Large-Cap,,813800000.0,13800000.0,-159700000.0,2004800000.0,1276100000.0,858800000.0,14514600000.0,1435900000.0,1957300000.0,389100000.0
2025-06-30,ANET,179103318016,Large-Cap,,888800000.0,12800000.0,453000000.0,2204800000.0,1438600000.0,986200000.0,16534200000.0,1623600000.0,2059100000.0,543900000.0
2023-12-31,AON,76780314624,Large-Cap,,,,,,,,,,,
2024-03-31,AON,76780314624,Large-Cap,,,,,,,,,,,
2024-06-30,AON,76780314624,Large-Cap,,524000000.0,173000000.0,18000000.0,3760000000.0,1630000000.0,777000000.0,51453000000.0,4459000000.0,,2319000000.0
2024-09-30,AON,76780314624,Large-Cap,,343000000.0,221000000.0,437000000.0,3721000000.0,1571000000.0,678000000.0,49885000000.0,4004000000.0,,2588000000.0
2024-12-31,AON,76780314624,Large-Cap,,716000000.0,232000000.0,298000000.0,4147000000.0,2027000000.0,1147000000.0,48965000000.0,3803000000.0,,2905000000.0
2025-03-31,AON,76780314624,Large-Cap,,965000000.0,245000000.0,-1100000000.0,4729000000.0,2480000000.0,1548000000.0,50304000000.0,4620000000.0,,2088000000.0
2025-06-30,AON,76780314624,Large-Cap,,579000000.0,248000000.0,54000000.0,4155000000.0,1795000000.0,932000000.0,54010000000.0,4905000000.0,,2294000000.0
2023-12-31,AOS,10152387584,Large-Cap,,,,,,,,,,,
2024-03-31,AOS,10152387584,Large-Cap,,,,,,,,,,,
2024-06-30,AOS,10152387584,Large-Cap,,156200000.0,19600000.0,-116100000.0,1024300000.0,396000000.0,207500000.0,3197600000.0,649900000.0,544700000.0,574600000.0
2024-09-30,AOS,10152387584,Large-Cap,,120100000.0,20300000.0,52600000.0,902600000.0,337300000.0,160700000.0,3154200000.0,558200000.0,554900000.0,555900000.0
2024-12-31,AOS,10152387584,Large-Cap,,109700000.0,19300000.0,89700000.0,912400000.0,338100000.0,156100000.0,3240000000.0,541400000.0,532100000.0,588700000.0
2025-03-31,AOS,10152387584,Large-Cap,,136600000.0,20700000.0,-119700000.0,963900000.0,375400000.0,182800000.0,3267700000.0,641500000.0,532600000.0,541000000.0
2025-06-30,AOS,10152387584,Large-Cap,,152200000.0,20500000.0,-31500000.0,1011300000.0,397100000.0,205800000.0,3246700000.0,640300000.0,519300000.0,521800000.0
2023-12-31,APA,8833747968,Mid-Cap,,,,,,,,,,,
2024-03-31,APA,8833747968,Mid-Cap,,,,,,,,,,,
2024-06-30,APA,8833747968,Mid-Cap,,541000000.0,,-190000000.0,2543000000.0,1164000000.0,894000000.0,20195000000.0,1936000000.0,466000000.0,1012000000.0
2024-09-30,APA,8833747968,Mid-Cap,,-223000000.0,,221000000.0,2531000000.0,1103000000.0,876000000.0,19376000000.0,1652000000.0,501000000.0,939000000.0
2024-12-31,APA,8833747968,Mid-Cap,,354000000.0,,-107000000.0,2712000000.0,1099000000.0,831000000.0,19390000000.0,1959000000.0,425000000.0,1224000000.0
2025-03-31,APA,8833747968,Mid-Cap,,347000000.0,,45000000.0,2636000000.0,1008000000.0,773000000.0,18531000000.0,1822000000.0,397000000.0,1106000000.0
2025-06-30,APA,8833747968,Mid-Cap,,603000000.0,,200000000.0,2178000000.0,873000000.0,671000000.0,18078000000.0,1509000000.0,386000000.0,1074000000.0
2023-12-31,APD,59372859392,Large-Cap,,,,,,,,,,,
2024-03-31,APD,59372859392,Large-Cap,,,,,,,,,,,
2024-06-30,APD,59372859392,Large-Cap,,696600000.0,360300000.0,250100000.0,2985500000.0,979900000.0,737600000.0,36974300000.0,1712200000.0,755600000.0,3168600000.0
2024-09-30,APD,59372859392,Large-Cap,,1949900000.0,380800000.0,53000000.0,3187500000.0,1083100000.0,848800000.0,39574600000.0,1821600000.0,766000000.0,1451600000.0
2024-12-31,APD,59372859392,Large-Cap,,617400000.0,366800000.0,-16500000.0,2931500000.0,915000000.0,673500000.0,40017200000.0,1807400000.0,739000000.0,3023700000.0
2025-03-31,APD,59372859392,Large-Cap,,-1730600000.0,383600000.0,-687000000.0,2916200000.0,862300000.0,631300000.0,38872900000.0,1845900000.0,769700000.0,3423900000.0
2025-06-30,APD,59372859392,Large-Cap,,713800000.0,401000000.0,-366000000.0,3022700000.0,982600000.0,772400000.0,41659100000.0,1943500000.0,797700000.0,3368100000.0
2023-12-31,APH,149684928512,Large-Cap,,,,,,,,,,,
2024-03-31,APH,149684928512,Large-Cap,,,,,,,,,,,
2024-06-30,APH,149684928512,Large-Cap,,524800000.0,123600000.0,6300000.0,3609700000.0,1213100000.0,768800000.0,18586800000.0,2855500000.0,2398800000.0,1521400000.0
2024-09-30,APH,149684928512,Large-Cap,,604400000.0,201300000.0,-121300000.0,4038800000.0,1356900000.0,864900000.0,19585600000.0,3130300000.0,2578800000.0,1763000000.0
2024-12-31,APH,149684928512,Large-Cap,,746200000.0,143800000.0,-29100000.0,4317800000.0,1480700000.0,965700000.0,21440200000.0,3287900000.0,2545700000.0,1819400000.0
2025-03-31,APH,149684928512,Large-Cap,,737800000.0,236300000.0,-228300000.0,4811000000.0,1644000000.0,1068800000.0,22902100000.0,3920300000.0,2906400000.0,2142400000.0
2025-06-30,APH,149684928512,Large-Cap,,1091300000.0,209400000.0,96800000.0,5650300000.0,2053300000.0,1430800000.0,25668400000.0,4270900000.0,3137100000.0,2373000000.0
2023-12-31,APTV,18775250944,Large-Cap,,,,,,,,,,,
2024-03-31,APTV,18775250944,Large-Cap,,,,,,,,,,,
2024-06-30,APTV,18775250944,Large-Cap,,938000000.0,248000000.0,21000000.0,5051000000.0,968000000.0,511000000.0,24751000000.0,3592000000.0,2370000000.0,2915000000.0
2024-09-30,APTV,18775250944,Large-Cap,,363000000.0,241000000.0,-112000000.0,4854000000.0,903000000.0,519000000.0,24766000000.0,3653000000.0,2550000000.0,2989000000.0
2024-12-31,APTV,18775250944,Large-Cap,,268000000.0,245000000.0,469000000.0,4907000000.0,962000000.0,547000000.0,23458000000.0,3261000000.0,2320000000.0,2870000000.0
2025-03-31,APTV,18775250944,Large-Cap,,-11000000.0,242000000.0,-329000000.0,4825000000.0,920000000.0,485000000.0,23102000000.0,3549000000.0,2429000000.0,2890000000.0
2025-06-30,APTV,18775250944,Large-Cap,,393000000.0,250000000.0,-146000000.0,5208000000.0,997000000.0,538000000.0,23942000000.0,3717000000.0,2475000000.0,3039000000.0
2023-12-31,ARE,14314958848,Large-Cap,,,,,,,,,,,
2024-03-31,ARE,14314958848,Large-Cap,,,,,,,,,,,
2024-06-30,ARE,14314958848,Large-Cap,,46702000.0,268205000.0,3839000.0,755162000.0,537908000.0,202559000.0,37847865000.0,6822000.0,,434668000.0
2024-09-30,ARE,14314958848,Large-Cap,,167947000.0,276686000.0,31882000.0,775744000.0,542479000.0,204536000.0,38488128000.0,6980000.0,,469970000.0
2024-12-31,ARE,14314958848,Large-Cap,,-62245000.0,314596000.0,-170556000.0,763249000.0,522817000.0,159979000.0,37527449000.0,6409000.0,,534803000.0
2025-03-31,ARE,14314958848,Large-Cap,,-8939000.0,326840000.0,-220294000.0,743175000.0,516780000.0,144043000.0,37600428000.0,6875000.0,,382956000.0
2025-06-30,ARE,14314958848,Large-Cap,,-107002000.0,335927000.0,17193000.0,737279000.0,512846000.0,137595000.0,37623629000.0,6267000.0,,406957000.0
2023-12-31,AVB,27744755712,Large-Cap,,,,,,,,,,,
2024-03-31,AVB,27744755712,Large-Cap,,,,,,,,,,,
2024-06-30,AVB,27744755712,Large-Cap,,253934000.0,206923000.0,-25639000.0,726041000.0,465390000.0,238881000.0,21037030000.0,,,83912000.0
2024-09-30,AVB,27744755712,Large-Cap,,372519000.0,212122000.0,86140000.0,734307000.0,458847000.0,226636000.0,21308411000.0,,,81263000.0
2024-12-31,AVB,27744755712,Large-Cap,,282092000.0,215539000.0,-71537000.0,740549000.0,458900000.0,225670000.0,21000737000.0,,,85954000.0
2025-03-31,AVB,27744755712,Large-Cap,,236597000.0,217888000.0,1619000.0,745880000.0,477019000.0,239351000.0,21215714000.0,,,82554000.0
2025-06-30,AVB,27744755712,Large-Cap,,268665000.0,231730000.0,-38505000.0,760195000.0,483224000.0,228497000.0,21837945000.0,,,101619000.0
2024-01-31,AVGO,1579772674048,Large-Cap,,,,,,,,,,,
2024-04-30,AVGO,1579772674048,Large-Cap,,,,,,,,,,,
2024-07-31,AVGO,1579772674048,Large-Cap,,-1875000000.0,2524000000.0,-1068000000.0,13072000000.0,8356000000.0,4091000000.0,167966000000.0,4665000000.0,1894000000.0,1757000000.0
2024-10-31,AVGO,1579772674048,Large-Cap,,4324000000.0,2611000000.0,-2058000000.0,14054000000.0,9002000000.0,4945000000.0,165645000000.0,4416000000.0,1760000000.0,1662000000.0
2025-01-31,AVGO,1579772674048,Large-Cap,,5503000000.0,2174000000.0,-2351000000.0,14916000000.0,10145000000.0,6432000000.0,165358000000.0,4955000000.0,1908000000.0,1905000000.0
2025-04-30,AVGO,1579772674048,Large-Cap,,4965000000.0,2166000000.0,-1910000000.0,15004000000.0,10197000000.0,5915000000.0,164630000000.0,5563000000.0,2017000000.0,1297000000.0
2025-07-31,AVGO,1579772674048,Large-Cap,,4140000000.0,2202000000.0,-1894000000.0,15952000000.0,10703000000.0,6074000000.0,165621000000.0,6494000000.0,2180000000.0,1432000000.0
2023-12-31,AVY,12535540736,Large-Cap,,,,,,,,,,,
2024-03-31,AVY,12535540736,Large-Cap,,,,,,,,,,,
2024-06-30,AVY,12535540736,Large-Cap,,176800000.0,78600000.0,-111700000.0,2235300000.0,662700000.0,288800000.0,8298200000.0,1528600000.0,979900000.0,1313400000.0
2024-09-30,AVY,12535540736,Large-Cap,,181700000.0,78100000.0,-20400000.0,2183400000.0,626600000.0,279700000.0,8451900000.0,1574700000.0,1013500000.0,1343200000.0
2024-12-31,AVY,12535540736,Large-Cap,,174000000.0,78200000.0,93300000.0,2185700000.0,609200000.0,279900000.0,8404200000.0,1466200000.0,978100000.0,1340700000.0
2025-03-31,AVY,12535540736,Large-Cap,,166300000.0,77900000.0,-286000000.0,2148300000.0,621500000.0,274500000.0,8354700000.0,1518000000.0,1017500000.0,1272600000.0
2025-06-30,AVY,12535540736,Large-Cap,,189000000.0,80800000.0,-84300000.0,2220500000.0,639100000.0,286700000.0,8568200000.0,1626500000.0,1026900000.0,1307500000.0
2023-12-31,AWK,26603638784,Large-Cap,,,,,,,,,,,
2024-03-31,AWK,26603638784,Large-Cap,,,,,,,,,,,
2024-06-30,AWK,26603638784,Large-Cap,,277000000.0,193000000.0,-114000000.0,1149000000.0,722000000.0,449000000.0,31215000000.0,393000000.0,111000000.0,215000000.0
2024-09-30,AWK,26603638784,Large-Cap,,350000000.0,200000000.0,45000000.0,1323000000.0,827000000.0,543000000.0,31790000000.0,453000000.0,105000000.0,259000000.0
2024-12-31,AWK,26603638784,Large-Cap,,239000000.0,207000000.0,106000000.0,1201000000.0,682000000.0,400000000.0,32830000000.0,416000000.0,103000000.0,346000000.0
2025-03-31,AWK,26603638784,Large-Cap,,205000000.0,216000000.0,-82000000.0,1142000000.0,674000000.0,371000000.0,33156000000.0,380000000.0,107000000.0,240000000.0
2025-06-30,AWK,26603638784,Large-Cap,,289000000.0,221000000.0,-227000000.0,1276000000.0,796000000.0,489000000.0,33913000000.0,424000000.0,109000000.0,306000000.0
2023-12-31,AXON,55647088640,Large-Cap,,,,,,,,,,,
2024-03-31,AXON,55647088640,Large-Cap,,,,,,,,,,,
2024-06-30,AXON,55647088640,Large-Cap,,41473000.0,10386000.0,-20788000.0,503236000.0,306156000.0,33758000.0,3742370000.0,386058000.0,277753000.0,104077000.0
2024-09-30,AXON,55647088640,Large-Cap,,67025000.0,13003000.0,-36281000.0,544274000.0,330747000.0,24081000.0,4005658000.0,512662000.0,272295000.0,75590000.0
2024-12-31,AXON,55647088640,Large-Cap,,135184000.0,17680000.0,101265000.0,575145000.0,345849000.0,-15755000.0,4474588000.0,547572000.0,265316000.0,71955000.0
2025-03-31,AXON,55647088640,Large-Cap,,87980000.0,19453000.0,-71170000.0,603633000.0,365739000.0,-8793000.0,6083159000.0,600371000.0,279669000.0,97670000.0
2025-06-30,AXON,55647088640,Large-Cap,,36117000.0,17157000.0,-307309000.0,668538000.0,403743000.0,-1036000.0,6215256000.0,627961000.0,308492000.0,118110000.0
2023-12-31,AXP,237769031680,Large-Cap,,,,,,,,,,,
2024-03-31,AXP,237769031680,Large-Cap,,,,,,,,,,,
2024-06-30,AXP,237769031680,Large-Cap,,3015000000.0,421000000.0,569000000.0,16333000000.0,,,272219000000.0,,,13145000000.0
2024-09-30,AXP,237769031680,Large-Cap,,2507000000.0,437000000.0,-6147000000.0,16636000000.0,,,270979000000.0,,,13162000000.0
2024-12-31,AXP,237769031680,Large-Cap,,2170000000.0,428000000.0,2081000000.0,17179000000.0,,,271461000000.0,,,13884000000.0
2025-03-31,AXP,237769031680,Large-Cap,,2584000000.0,433000000.0,246000000.0,16967000000.0,,,282244000000.0,,,13564000000.0
2025-06-30,AXP,237769031680,Large-Cap,,2885000000.0,427000000.0,37000000.0,17856000000.0,,,295556000000.0,,,14121000000.0
2024-02-29,AZO,69960163328,Large-Cap,,,,,,,,,,,
2024-05-31,AZO,69960163328,Large-Cap,,651726000.0,129224000.0,-118445000.0,4235485000.0,2265522000.0,900181000.0,17108432000.0,586775000.0,6155300000.0,7369673000.0
2024-08-31,AZO,69960163328,Large-Cap,,902208000.0,175339000.0,217347000.0,6205380000.0,3257862000.0,1296681000.0,17176538000.0,545575000.0,6155218000.0,7355701000.0
2024-11-30,AZO,69960163328,Large-Cap,,564933000.0,133173000.0,89393000.0,4279641000.0,2268057000.0,841149000.0,17465762000.0,533485000.0,6274070000.0,7498696000.0
2025-02-28,AZO,69960163328,Large-Cap,,487923000.0,137918000.0,-36678000.0,3952012000.0,2128401000.0,706767000.0,18116279000.0,597404000.0,6588586000.0,7784717000.0
2025-05-31,AZO,69960163328,Large-Cap,,608440000.0,144696000.0,15436000.0,4464339000.0,2353523000.0,866174000.0,18621983000.0,588514000.0,6822881000.0,7887417000.0
2025-08-31,AZO,69960163328,Large-Cap,,,,,,,,,,,
2023-12-31,BA,167307444224,Large-Cap,,,,,,,,,,,
2024-03-31,BA,167307444224,Large-Cap,,,,,,,,,,,
2024-06-30,BA,167307444224,Large-Cap,,-1439000000.0,441000000.0,-3325000000.0,16866000000.0,1229000000.0,-1102000000.0,142720000000.0,3155000000.0,85661000000.0,11864000000.0
2024-09-30,BA,167307444224,Large-Cap,,-6170000000.0,444000000.0,597000000.0,17840000000.0,-3507000000.0,-5746000000.0,137695000000.0,2894000000.0,83341000000.0,12267000000.0
2024-12-31,BA,167307444224,Large-Cap,,-3865000000.0,509000000.0,-1835000000.0,15242000000.0,-1589000000.0,-3823000000.0,156363000000.0,2717000000.0,87550000000.0,11364000000.0
2025-03-31,BA,167307444224,Large-Cap,,-37000000.0,466000000.0,-2713000000.0,19496000000.0,2417000000.0,461000000.0,156494000000.0,3204000000.0,89077000000.0,11034000000.0
2025-06-30,BA,167307444224,Large-Cap,,-611000000.0,460000000.0,-134000000.0,22749000000.0,2435000000.0,-268000000.0,155120000000.0,3190000000.0,87853000000.0,11238000000.0
2023-12-31,BAC,386716729344,Large-Cap,,,,,,,,,,,
2024-03-31,BAC,386716729344,Large-Cap,,,,,,,,,,,
2024-06-30,BAC,386716729344,Large-Cap,,6897000000.0,543000000.0,6467000000.0,25377000000.0,,,3257996000000.0,80978000000.0,,
2024-09-30,BAC,386716729344,Large-Cap,,6896000000.0,549000000.0,-43340000000.0,25345000000.0,,,3324293000000.0,91267000000.0,,
2024-12-31,BAC,386716729344,Large-Cap,,6665000000.0,559000000.0,13815000000.0,25347000000.0,,,3261519000000.0,82247000000.0,,
2025-03-31,BAC,386716729344,Large-Cap,,7396000000.0,565000000.0,-12385000000.0,27366000000.0,,,3349424000000.0,80329000000.0,,
2025-06-30,BAC,386716729344,Large-Cap,,7116000000.0,571000000.0,-19023000000.0,26463000000.0,,,3441142000000.0,93964000000.0,,
2023-12-31,BALL,13465927680,Large-Cap,,,,,,,,,,,
2024-03-31,BALL,13465927680,Large-Cap,,,,,,,,,,,
2024-06-30,BALL,13465927680,Large-Cap,,158000000.0,152000000.0,-100000000.0,2959000000.0,602000000.0,311000000.0,18961000000.0,1721000000.0,1426000000.0,3174000000.0
