date,ticker,marketCap,size_category,Total Cash From Operating Activities,Net Income,Depreciation And Amortization,Change In Working Capital,Total Revenue,Gross Profit,Operating Income,Total Assets,Accounts Receivable,Inventory,Accounts Payable
2025-03-31,JCI,70025781248,Large-Cap,,478000000.0,202000000.0,-133000000.0,5676000000.0,2069000000.0,642000000.0,42367000000.0,5858000000.0,1756000000.0,3254000000.0
2025-06-30,JCI,70025781248,Large-Cap,,701000000.0,190000000.0,-14000000.0,6052000000.0,2246000000.0,829000000.0,43393000000.0,6151000000.0,1829000000.0,3421000000.0
2024-02-29,JEF,13760953344,Large-Cap,,,,,,,,,,,
2024-05-31,JEF,13760953344,Large-Cap,,159477000.0,49523000.0,-135649000.0,2516296000.0,1506305000.0,1129119000.0,63000530000.0,6114367000.0,,8178388000.0
2024-08-31,JEF,13760953344,Large-Cap,,187913000.0,47862000.0,-982788000.0,2595589000.0,1567972000.0,1208165000.0,63275098000.0,5305207000.0,,8319522000.0
2024-11-30,JEF,13760953344,Large-Cap,,232163000.0,56266000.0,1359228000.0,2851242000.0,1661470000.0,1257562000.0,64360309000.0,5824844000.0,,7760342000.0
2025-02-28,JEF,13760953344,Large-Cap,,143832000.0,32995000.0,-2842810000.0,2472864000.0,1480733000.0,1117468000.0,70218891000.0,8458134000.0,,8344090000.0
2025-05-31,JEF,13760953344,Large-Cap,,99063000.0,55459000.0,-1382471000.0,2494315000.0,1466770000.0,1065245000.0,67285344000.0,6225189000.0,,8076672000.0
2023-12-31,JKHY,10885527552,Large-Cap,,,,,,,,,,,
2024-03-31,JKHY,10885527552,Large-Cap,,,,,,,,,,,
2024-06-30,JKHY,10885527552,Large-Cap,,101073000.0,50691000.0,55582000.0,559912000.0,232640000.0,125626000.0,2924481000.0,340510000.0,,25314000.0
2024-09-30,JKHY,10885527552,Large-Cap,,119191000.0,50494000.0,-55380000.0,600982000.0,257550000.0,151276000.0,2928511000.0,313917000.0,,20492000.0
2024-12-31,JKHY,10885527552,Large-Cap,,97845000.0,51754000.0,-64151000.0,573848000.0,240998000.0,123002000.0,2911770000.0,290095000.0,,23552000.0
2025-03-31,JKHY,10885527552,Large-Cap,,111108000.0,51013000.0,-57128000.0,585087000.0,244501000.0,138740000.0,2932018000.0,288722000.0,,12833000.0
2025-06-30,JKHY,10885527552,Large-Cap,,127604000.0,51490000.0,130802000.0,615372000.0,271493000.0,155698000.0,3043970000.0,324636000.0,,28186000.0
2023-12-31,JNJ,432802594816,Large-Cap,,,,,,,,,,,
2024-03-31,JNJ,432802594816,Large-Cap,,,,,,,,,,,
2024-06-30,JNJ,432802594816,Large-Cap,,4686000000.0,1782000000.0,-452000000.0,22447000000.0,15578000000.0,6657000000.0,181088000000.0,15794000000.0,12169000000.0,8848000000.0
2024-09-30,JNJ,432802594816,Large-Cap,,2694000000.0,1846000000.0,1829000000.0,22471000000.0,15508000000.0,5278000000.0,178287000000.0,16174000000.0,12603000000.0,8954000000.0
2024-12-31,JNJ,432802594816,Large-Cap,,3431000000.0,1896000000.0,798000000.0,22520000000.0,15392000000.0,3841000000.0,180104000000.0,14842000000.0,12444000000.0,10311000000.0
2025-03-31,JNJ,432802594816,Large-Cap,,10999000000.0,1772000000.0,-11024000000.0,21893000000.0,14536000000.0,6299000000.0,193671000000.0,16020000000.0,12659000000.0,9545000000.0
2025-06-30,JNJ,432802594816,Large-Cap,,5537000000.0,1943000000.0,-4921000000.0,23743000000.0,16115000000.0,6810000000.0,193389000000.0,17846000000.0,13412000000.0,9464000000.0
2023-12-31,JPM,869087182848,Large-Cap,,,,,,,,,,,161960000000.0
2024-03-31,JPM,869087182848,Large-Cap,,,,,,,,,,,301469000000.0
2024-06-30,JPM,869087182848,Large-Cap,,18149000000.0,2002000000.0,23373000000.0,42068000000.0,,,4143003000000.0,135692000000.0,,
2024-09-30,JPM,869087182848,Large-Cap,,12898000000.0,1967000000.0,-89281000000.0,42656000000.0,,,4210048000000.0,122565000000.0,,
2024-12-31,JPM,869087182848,Large-Cap,,14005000000.0,1965000000.0,121291000000.0,42791000000.0,,,4002814000000.0,101223000000.0,,153153000000.0
2025-03-31,JPM,869087182848,Large-Cap,,14643000000.0,2030000000.0,-269523000000.0,45327000000.0,,,4357856000000.0,117845000000.0,,
2025-06-30,JPM,869087182848,Large-Cap,,14987000000.0,2210000000.0,12573000000.0,44882000000.0,,,4552482000000.0,124463000000.0,,
2023-12-31,K,27097337856,Large-Cap,,,,,,,,,,,
2024-03-31,K,27097337856,Large-Cap,,,,,,,,,,,
2024-06-30,K,27097337856,Large-Cap,,344000000.0,95000000.0,-51000000.0,3192000000.0,1161000000.0,493000000.0,15299000000.0,1365000000.0,1185000000.0,2267000000.0
2024-09-30,K,27097337856,Large-Cap,,367000000.0,92000000.0,137000000.0,3233000000.0,1176000000.0,456000000.0,15763000000.0,1401000000.0,1219000000.0,2368000000.0
2024-12-31,K,27097337856,Large-Cap,,365000000.0,94000000.0,7000000.0,3124000000.0,1177000000.0,531000000.0,15628000000.0,1251000000.0,1165000000.0,2236000000.0
2025-03-31,K,27097337856,Large-Cap,,304000000.0,92000000.0,-333000000.0,3083000000.0,1059000000.0,430000000.0,15474000000.0,1255000000.0,1223000000.0,2129000000.0
2025-06-30,K,27097337856,Large-Cap,,299000000.0,91000000.0,-125000000.0,3203000000.0,1090000000.0,438000000.0,15871000000.0,1398000000.0,1256000000.0,2205000000.0
2023-12-31,KDP,34640101376,Large-Cap,,,,,,,,,,,
2024-03-31,KDP,34640101376,Large-Cap,,,,,,,,,,,
2024-06-30,KDP,34640101376,Large-Cap,,515000000.0,205000000.0,-141000000.0,3922000000.0,2172000000.0,861000000.0,52344000000.0,1390000000.0,1252000000.0,3099000000.0
2024-09-30,KDP,34640101376,Large-Cap,,616000000.0,175000000.0,-178000000.0,3891000000.0,2140000000.0,902000000.0,52718000000.0,1448000000.0,1351000000.0,3133000000.0
2024-12-31,KDP,34640101376,Large-Cap,,-144000000.0,183000000.0,300000000.0,4070000000.0,2277000000.0,781000000.0,53430000000.0,1502000000.0,1299000000.0,2985000000.0
2025-03-31,KDP,34640101376,Large-Cap,,517000000.0,163000000.0,-408000000.0,3635000000.0,1985000000.0,801000000.0,53699000000.0,1329000000.0,1539000000.0,3154000000.0
2025-06-30,KDP,34640101376,Large-Cap,,547000000.0,185000000.0,-327000000.0,4163000000.0,2255000000.0,898000000.0,54368000000.0,1498000000.0,1741000000.0,3113000000.0
2023-12-31,KEY,20713183232,Large-Cap,,,,,,,,,,,
2024-03-31,KEY,20713183232,Large-Cap,,,,,,,,,,,
2024-06-30,KEY,20713183232,Large-Cap,,274000000.0,25000000.0,-481000000.0,1477000000.0,,,187450000000.0,,,
2024-09-30,KEY,20713183232,Large-Cap,,-410000000.0,19000000.0,-191000000.0,642000000.0,,,189763000000.0,,,
2024-12-31,KEY,20713183232,Large-Cap,,-244000000.0,5000000.0,335000000.0,793000000.0,,,187168000000.0,,,
2025-03-31,KEY,20713183232,Large-Cap,,405000000.0,3000000.0,-994000000.0,1724000000.0,,,188691000000.0,,,
2025-06-30,KEY,20713183232,Large-Cap,,425000000.0,8000000.0,265000000.0,1783000000.0,,,185499000000.0,,,
2024-01-31,KEYS,29789562880,Large-Cap,,,,,,,,,,,
2024-04-30,KEYS,29789562880,Large-Cap,,,,,,,,,,,
2024-07-31,KEYS,29789562880,Large-Cap,,389000000.0,64000000.0,-223000000.0,1217000000.0,755000000.0,205000000.0,9323000000.0,802000000.0,1026000000.0,280000000.0
2024-10-31,KEYS,29789562880,Large-Cap,,-73000000.0,68000000.0,36000000.0,1287000000.0,802000000.0,230000000.0,9269000000.0,857000000.0,1022000000.0,313000000.0
2025-01-31,KEYS,29789562880,Large-Cap,,169000000.0,66000000.0,118000000.0,1298000000.0,820000000.0,218000000.0,9387000000.0,797000000.0,1039000000.0,289000000.0
2025-04-30,KEYS,29789562880,Large-Cap,,257000000.0,68000000.0,125000000.0,1306000000.0,814000000.0,207000000.0,10535000000.0,744000000.0,1026000000.0,317000000.0
2025-07-31,KEYS,29789562880,Large-Cap,,191000000.0,67000000.0,56000000.0,1352000000.0,834000000.0,234000000.0,10651000000.0,692000000.0,1021000000.0,342000000.0
2023-12-31,KHC,30832758784,Large-Cap,,,,,,,,,,,
2024-03-31,KHC,30832758784,Large-Cap,,,,,,,,,,,
2024-06-30,KHC,30832758784,Large-Cap,,102000000.0,239000000.0,-176000000.0,6476000000.0,2294000000.0,1376000000.0,88797000000.0,2160000000.0,3573000000.0,4448000000.0
2024-09-30,KHC,30832758784,Large-Cap,,-290000000.0,245000000.0,-117000000.0,6383000000.0,2186000000.0,1327000000.0,88566000000.0,2178000000.0,3872000000.0,4553000000.0
2024-12-31,KHC,30832758784,Large-Cap,,2131000000.0,234000000.0,46000000.0,6576000000.0,2245000000.0,1347000000.0,88287000000.0,2147000000.0,3376000000.0,4188000000.0
2025-03-31,KHC,30832758784,Large-Cap,,712000000.0,231000000.0,-286000000.0,5999000000.0,2064000000.0,1196000000.0,90274000000.0,2257000000.0,3591000000.0,4122000000.0
2025-06-30,KHC,30832758784,Large-Cap,,-7824000000.0,241000000.0,169000000.0,6352000000.0,2183000000.0,1292000000.0,81581000000.0,2344000000.0,3567000000.0,4340000000.0
2023-12-31,KIM,14620758016,Large-Cap,,,,,,,,,,,
2024-03-31,KIM,14620758016,Large-Cap,,,,,,,,,,,
2024-06-30,KIM,14620758016,Large-Cap,,119738000.0,148148000.0,24503000.0,500231000.0,342074000.0,160836000.0,19504177000.0,243613000.0,,251737000.0
2024-09-30,KIM,14620758016,Large-Cap,,135983000.0,144688000.0,20295000.0,507632000.0,349653000.0,171115000.0,20128996000.0,237837000.0,,309272000.0
2024-12-31,KIM,14620758016,Large-Cap,,166038000.0,156130000.0,-83292000.0,525397000.0,357293000.0,166261000.0,20309896000.0,257594000.0,,281867000.0
2025-03-31,KIM,14620758016,Large-Cap,,132817000.0,158453000.0,-63073000.0,536624000.0,372976000.0,180131000.0,19731252000.0,257156000.0,,257542000.0
2025-06-30,KIM,14620758016,Large-Cap,,162986000.0,156323000.0,20798000.0,525175000.0,363305000.0,174535000.0,19796555000.0,260168000.0,,257321000.0
2023-12-31,KLAC,140150538240,Large-Cap,,,,,,,,,,,
2024-03-31,KLAC,140150538240,Large-Cap,,,,,,,,,,,
2024-06-30,KLAC,140150538240,Large-Cap,,836446000.0,101001000.0,-88755000.0,2568735000.0,1558184000.0,977319000.0,15433566000.0,1833041000.0,3034781000.0,359487000.0
2024-09-30,KLAC,140150538240,Large-Cap,,945851000.0,95823000.0,-34172000.0,2841541000.0,1694110000.0,1119923000.0,15681737000.0,1953156000.0,3109837000.0,376505000.0
2024-12-31,KLAC,140150538240,Large-Cap,,824527000.0,103922000.0,-322084000.0,3076851000.0,1855390000.0,1242152000.0,15001696000.0,2334977000.0,3046340000.0,432891000.0
2025-03-31,KLAC,140150538240,Large-Cap,,1088416000.0,98091000.0,-153670000.0,3063029000.0,1887340000.0,1300392000.0,15188307000.0,2159897000.0,3155777000.0,429318000.0
2025-06-30,KLAC,140150538240,Large-Cap,,1202849000.0,96252000.0,-136249000.0,3174741000.0,1967455000.0,1351760000.0,16067926000.0,2263915000.0,3212149000.0,458509000.0
2023-12-31,KMB,40553463808,Large-Cap,,,,,,,,,,,
2024-03-31,KMB,40553463808,Large-Cap,,,,,,,,,,,
2024-06-30,KMB,40553463808,Large-Cap,,544000000.0,188000000.0,232000000.0,4231000000.0,1594000000.0,539000000.0,17280000000.0,2306000000.0,1915000000.0,3613000000.0
2024-09-30,KMB,40553463808,Large-Cap,,907000000.0,191000000.0,289000000.0,4952000000.0,1784000000.0,1251000000.0,17165000000.0,2229000000.0,1937000000.0,3643000000.0
2024-12-31,KMB,40553463808,Large-Cap,,447000000.0,217000000.0,24000000.0,4928000000.0,1675000000.0,548000000.0,16546000000.0,1908000000.0,1822000000.0,3715000000.0
2025-03-31,KMB,40553463808,Large-Cap,,567000000.0,218000000.0,-476000000.0,4840000000.0,1733000000.0,769000000.0,16305000000.0,2176000000.0,1909000000.0,3601000000.0
2025-06-30,KMB,40553463808,Large-Cap,,509000000.0,222000000.0,5000000.0,4163000000.0,1456000000.0,592000000.0,16771000000.0,2007000000.0,1558000000.0,3253000000.0
2023-12-31,KMI,62684811264,Large-Cap,,,,,,,,,,,
2024-03-31,KMI,62684811264,Large-Cap,,,,,,,,,,,
2024-06-30,KMI,62684811264,Large-Cap,,575000000.0,,358000000.0,3572000000.0,2021000000.0,992000000.0,70702000000.0,1293000000.0,537000000.0,1204000000.0
2024-09-30,KMI,62684811264,Large-Cap,,625000000.0,,-26000000.0,3699000000.0,2088000000.0,1016000000.0,70879000000.0,1265000000.0,526000000.0,1256000000.0
2024-12-31,KMI,62684811264,Large-Cap,,667000000.0,,-75000000.0,3987000000.0,2152000000.0,1184000000.0,71407000000.0,1506000000.0,555000000.0,1395000000.0
2025-03-31,KMI,62684811264,Large-Cap,,717000000.0,,-310000000.0,4241000000.0,2155000000.0,1145000000.0,72318000000.0,1476000000.0,577000000.0,1246000000.0
2025-06-30,KMI,62684811264,Large-Cap,,715000000.0,,228000000.0,4042000000.0,2215000000.0,1143000000.0,72371000000.0,1453000000.0,560000000.0,1301000000.0
2024-02-29,KMX,6587468800,Mid-Cap,,,,,,,,,,,
2024-05-31,KMX,6587468800,Mid-Cap,,152440000.0,69244000.0,-493549000.0,7113397000.0,791895000.0,-12574000.0,27242094000.0,212370000.0,3772885000.0,911348000.0
2024-08-31,KMX,6587468800,Mid-Cap,,132809000.0,72720000.0,251697000.0,7013529000.0,760467000.0,-49934000.0,27295818000.0,228112000.0,3397746000.0,1008044000.0
2024-11-30,KMX,6587468800,Mid-Cap,,125441000.0,75368000.0,-342867000.0,6223371000.0,677646000.0,-58561000.0,27297126000.0,213593000.0,3665163000.0,985891000.0
2025-02-28,KMX,6587468800,Mid-Cap,,89866000.0,77469000.0,-150333000.0,6003123000.0,667893000.0,-99551000.0,27404206000.0,188733000.0,3934622000.0,977845000.0
2025-05-31,KMX,6587468800,Mid-Cap,,210381000.0,79784000.0,-168205000.0,7546541000.0,893623000.0,42284000.0,27386405000.0,200305000.0,3624353000.0,980499000.0
2025-08-31,KMX,6587468800,Mid-Cap,,,,,,,,,,,
2023-12-31,KO,282621804544,Large-Cap,,,,,,,,,,,
2024-03-31,KO,282621804544,Large-Cap,,,,,,,,,,,
2024-06-30,KO,282621804544,Large-Cap,,2411000000.0,269000000.0,-139000000.0,12363000000.0,7551000000.0,3971000000.0,101202000000.0,4545000000.0,4763000000.0,21909000000.0
2024-09-30,KO,282621804544,Large-Cap,,2848000000.0,268000000.0,-4859000000.0,11854000000.0,7190000000.0,3516000000.0,106266000000.0,4233000000.0,4714000000.0,23820000000.0
2024-12-31,KO,282621804544,Large-Cap,,2195000000.0,276000000.0,1609000000.0,11544000000.0,6931000000.0,2865000000.0,100549000000.0,3569000000.0,4728000000.0,5468000000.0
2025-03-31,KO,282621804544,Large-Cap,,3330000000.0,267000000.0,-8521000000.0,11129000000.0,6966000000.0,3718000000.0,101716000000.0,4091000000.0,5102000000.0,16499000000.0
2025-06-30,KO,282621804544,Large-Cap,,3810000000.0,279000000.0,-710000000.0,12535000000.0,7821000000.0,4319000000.0,104333000000.0,4168000000.0,5082000000.0,17030000000.0
2024-01-31,KR,43378913280,Large-Cap,,,,,,,,,,,
2024-04-30,KR,43378913280,Large-Cap,,,,,,,,,,,
2024-05-31,KR,43378913280,Large-Cap,,,,,,,,,,,
2024-07-31,KR,43378913280,Large-Cap,,466000000.0,890000000.0,-462000000.0,33912000000.0,7651000000.0,815000000.0,,,,
2024-08-31,KR,43378913280,Large-Cap,,,,,,,,51443000000.0,2149000000.0,6643000000.0,10344000000.0
2024-10-31,KR,43378913280,Large-Cap,,618000000.0,896000000.0,-605000000.0,33634000000.0,7686000000.0,828000000.0,62418000000.0,2193000000.0,7585000000.0,10521000000.0
2025-01-31,KR,43378913280,Large-Cap,,634000000.0,898000000.0,-138000000.0,34308000000.0,7920000000.0,912000000.0,52616000000.0,2195000000.0,7038000000.0,10124000000.0
2025-04-30,KR,43378913280,Large-Cap,,866000000.0,1235000000.0,-106000000.0,45118000000.0,10567000000.0,1322000000.0,,,,
2025-05-31,KR,43378913280,Large-Cap,,,,,,,,53248000000.0,2131000000.0,7020000000.0,10562000000.0
2025-07-31,KR,43378913280,Large-Cap,,609000000.0,912000000.0,-27000000.0,33940000000.0,7810000000.0,863000000.0,53590000000.0,2211000000.0,6843000000.0,10183000000.0
2023-12-31,KVUE,31511128064,Large-Cap,,,,,,,,,,,
2024-03-31,KVUE,31511128064,Large-Cap,,,,,,,,,,,
2024-06-30,KVUE,31511128064,Large-Cap,,58000000.0,141000000.0,-143000000.0,4000000000.0,2365000000.0,712000000.0,26443000000.0,2240000000.0,1849000000.0,2437000000.0
2024-09-30,KVUE,31511128064,Large-Cap,,383000000.0,182000000.0,-351000000.0,3899000000.0,2282000000.0,703000000.0,26925000000.0,2394000000.0,1820000000.0,2274000000.0
2024-12-31,KVUE,31511128064,Large-Cap,,293000000.0,150000000.0,262000000.0,3662000000.0,2070000000.0,557000000.0,25601000000.0,2165000000.0,1591000000.0,2254000000.0
2025-03-31,KVUE,31511128064,Large-Cap,,322000000.0,136000000.0,-77000000.0,3741000000.0,2168000000.0,618000000.0,26257000000.0,2312000000.0,1680000000.0,2332000000.0
2025-06-30,KVUE,31511128064,Large-Cap,,420000000.0,142000000.0,19000000.0,3839000000.0,2261000000.0,752000000.0,27132000000.0,2331000000.0,1776000000.0,2568000000.0
2023-12-31,L,20804868096,Large-Cap,,,,,,,,,,,
2024-03-31,L,20804868096,Large-Cap,,,,,,,,,,,
2024-06-30,L,20804868096,Large-Cap,,369000000.0,,482000000.0,4193000000.0,,,81057000000.0,10280000000.0,,130000000.0
2024-09-30,L,20804868096,Large-Cap,,401000000.0,,334000000.0,4399000000.0,,,83617000000.0,10138000000.0,,269000000.0
2024-12-31,L,20804868096,Large-Cap,,187000000.0,,726000000.0,4470000000.0,,,81943000000.0,9748000000.0,,110000000.0
2025-03-31,L,20804868096,Large-Cap,,370000000.0,,164000000.0,4438000000.0,,,83142000000.0,10790000000.0,,206000000.0
2025-06-30,L,20804868096,Large-Cap,,391000000.0,,409000000.0,4474000000.0,,,84668000000.0,11357000000.0,,374000000.0
2023-12-31,LDOS,23722174464,Large-Cap,,,,,,,,,,,
2024-03-31,LDOS,23722174464,Large-Cap,,,,,,,,,,,
2024-06-30,LDOS,23722174464,Large-Cap,,322000000.0,71000000.0,0.0,4132000000.0,705000000.0,474000000.0,12909000000.0,2615000000.0,333000000.0,2235000000.0
2024-09-30,LDOS,23722174464,Large-Cap,,364000000.0,71000000.0,167000000.0,4190000000.0,762000000.0,515000000.0,13338000000.0,2706000000.0,323000000.0,2287000000.0
2024-12-31,LDOS,23722174464,Large-Cap,,284000000.0,79000000.0,-130000000.0,4365000000.0,693000000.0,414000000.0,13104000000.0,1820000000.0,315000000.0,705000000.0
2025-03-31,LDOS,23722174464,Large-Cap,,363000000.0,69000000.0,-372000000.0,4245000000.0,757000000.0,527000000.0,13197000000.0,2906000000.0,347000000.0,2178000000.0
2025-06-30,LDOS,23722174464,Large-Cap,,391000000.0,72000000.0,-229000000.0,4253000000.0,782000000.0,565000000.0,13549000000.0,2915000000.0,364000000.0,2003000000.0
2024-02-29,LEN,32447369216,Large-Cap,,,,,,,,,,,
2024-05-31,LEN,32447369216,Large-Cap,,954311000.0,28607000.0,-818838000.0,8765592000.0,1395380000.0,1238398000.0,38667670000.0,1552342000.0,20509714000.0,1727358000.0
2024-08-31,LEN,32447369216,Large-Cap,,1162674000.0,29373000.0,-343713000.0,9416042000.0,1472246000.0,1307574000.0,39740982000.0,1607421000.0,20640509000.0,1788117000.0
2024-11-30,LEN,32447369216,Large-Cap,,1096214000.0,30409000.0,-264425000.0,9946888000.0,1556118000.0,1386107000.0,41312781000.0,1500637000.0,20312430000.0,1839440000.0
2025-02-28,LEN,32447369216,Large-Cap,,519526000.0,31332000.0,-980779000.0,7631545000.0,861051000.0,713673000.0,34986103000.0,1533608000.0,14251930000.0,1926358000.0
2025-05-31,LEN,32447369216,Large-Cap,,477449000.0,33825000.0,-1727244000.0,8377502000.0,804430000.0,648577000.0,34374546000.0,1470743000.0,14516800000.0,2126002000.0
2025-08-31,LEN,32447369216,Large-Cap,,,,,,,,,,,
2023-12-31,LH,23318689792,Large-Cap,,,,,,,,,,,
2024-03-31,LH,23318689792,Large-Cap,,,,,,,,,,,
2024-06-30,LH,23318689792,Large-Cap,,205300000.0,156900000.0,103300000.0,3220900000.0,926400000.0,306400000.0,16712300000.0,2088900000.0,441800000.0,760600000.0
2024-09-30,LH,23318689792,Large-Cap,,169300000.0,161500000.0,-118800000.0,3282000000.0,904400000.0,272100000.0,18612500000.0,2058500000.0,483100000.0,660900000.0
2024-12-31,LH,23318689792,Large-Cap,,143400000.0,170600000.0,329700000.0,3329400000.0,896300000.0,230700000.0,18379000000.0,1944100000.0,493200000.0,875800000.0
2025-03-31,LH,23318689792,Large-Cap,,212800000.0,166800000.0,-444700000.0,3345100000.0,948000000.0,332400000.0,17603800000.0,2123200000.0,488300000.0,717900000.0
2025-06-30,LH,23318689792,Large-Cap,,237900000.0,170300000.0,95200000.0,3527300000.0,1046200000.0,398600000.0,18059900000.0,2120600000.0,508100000.0,793000000.0
2023-12-31,LHX,54923550720,Large-Cap,,,,,,,,,,,
2024-03-31,LHX,54923550720,Large-Cap,,,,,,,,,,,
2024-06-30,LHX,54923550720,Large-Cap,,366000000.0,319000000.0,219000000.0,5299000000.0,1360000000.0,521000000.0,41657000000.0,1230000000.0,1432000000.0,1896000000.0
2024-09-30,LHX,54923550720,Large-Cap,,400000000.0,324000000.0,-381000000.0,5292000000.0,1419000000.0,495000000.0,41889000000.0,1042000000.0,1399000000.0,2049000000.0
2024-12-31,LHX,54923550720,Large-Cap,,453000000.0,326000000.0,415000000.0,5523000000.0,1397000000.0,728000000.0,42001000000.0,1072000000.0,1330000000.0,2005000000.0
2025-03-31,LHX,54923550720,Large-Cap,,386000000.0,301000000.0,-579000000.0,5132000000.0,1350000000.0,559000000.0,41248000000.0,1501000000.0,1252000000.0,2047000000.0
2025-06-30,LHX,54923550720,Large-Cap,,458000000.0,303000000.0,-81000000.0,5426000000.0,1335000000.0,584000000.0,41240000000.0,1437000000.0,1258000000.0,2033000000.0
2023-12-31,LIN,222455382016,Large-Cap,,,,,,,,,,,
2024-03-31,LIN,222455382016,Large-Cap,,,,,,,,,,,
2024-06-30,LIN,222455382016,Large-Cap,,1663000000.0,958000000.0,-492000000.0,8267000000.0,4016000000.0,2182000000.0,80215000000.0,5001000000.0,2094000000.0,2859000000.0
2024-09-30,LIN,222455382016,Large-Cap,,1550000000.0,960000000.0,173000000.0,8356000000.0,4000000000.0,2180000000.0,82546000000.0,4871000000.0,2087000000.0,2845000000.0
2024-12-31,LIN,222455382016,Large-Cap,,1725000000.0,913000000.0,71000000.0,8282000000.0,3962000000.0,2196000000.0,80147000000.0,4622000000.0,1946000000.0,2507000000.0
2025-03-31,LIN,222455382016,Large-Cap,,1673000000.0,910000000.0,-520000000.0,8112000000.0,3955000000.0,2221000000.0,82704000000.0,4950000000.0,1984000000.0,2446000000.0
2025-06-30,LIN,222455382016,Large-Cap,,1766000000.0,942000000.0,-427000000.0,8495000000.0,4189000000.0,2339000000.0,86078000000.0,5230000000.0,2122000000.0,2593000000.0
2023-12-31,LKQ,7795983360,Mid-Cap,,,,,,,,,,,
2024-03-31,LKQ,7795983360,Mid-Cap,,,,,,,,,,,
2024-06-30,LKQ,7795983360,Mid-Cap,,185000000.0,100000000.0,-105000000.0,3711000000.0,1441000000.0,378000000.0,15211000000.0,1360000000.0,3064000000.0,1764000000.0
2024-09-30,LKQ,7795983360,Mid-Cap,,191000000.0,100000000.0,113000000.0,3584000000.0,1393000000.0,330000000.0,15466000000.0,1341000000.0,3132000000.0,1814000000.0
2024-12-31,LKQ,7795983360,Mid-Cap,,156000000.0,106000000.0,-19000000.0,3357000000.0,1325000000.0,307000000.0,14955000000.0,1122000000.0,3220000000.0,1801000000.0
2025-03-31,LKQ,7795983360,Mid-Cap,,169000000.0,100000000.0,-282000000.0,3463000000.0,1377000000.0,298000000.0,15469000000.0,1409000000.0,3361000000.0,1853000000.0
2025-06-30,LKQ,7795983360,Mid-Cap,,192000000.0,105000000.0,-8000000.0,3642000000.0,1412000000.0,320000000.0,15944000000.0,1442000000.0,3394000000.0,1891000000.0
2023-12-31,LLY,649518776320,Large-Cap,,,,,,,,,,,
2024-03-31,LLY,649518776320,Large-Cap,,,,,,,,,,,
2024-06-30,LLY,649518776320,Large-Cap,,2967000000.0,414400000.0,-1399100000.0,11302800000.0,9132600000.0,4418500000.0,71874800000.0,11027900000.0,6481500000.0,2924800000.0
2024-09-30,LLY,649518776320,Large-Cap,,970300000.0,466800000.0,-9800000.0,11439100000.0,9268300000.0,4549800000.0,75606900000.0,10294800000.0,7459800000.0,2886500000.0
2024-12-31,LLY,649518776320,Large-Cap,,4409800000.0,484800000.0,-2224900000.0,13532800000.0,11129000000.0,5797800000.0,78714900000.0,11005700000.0,7589200000.0,3228600000.0
2025-03-31,LLY,649518776320,Large-Cap,,2759300000.0,462800000.0,-3364200000.0,12728500000.0,10504300000.0,5408400000.0,89388800000.0,12036600000.0,9311000000.0,3442000000.0
2025-06-30,LLY,649518776320,Large-Cap,,5660500000.0,478500000.0,-2262900000.0,15557700000.0,13109900000.0,7126200000.0,100922600000.0,14170400000.0,11013800000.0,4075700000.0
2023-12-31,LMT,113800208384,Large-Cap,,,,,,,,,,,
2024-03-31,LMT,113800208384,Large-Cap,,,,,,,,,,,
2024-06-30,LMT,113800208384,Large-Cap,,1641000000.0,359000000.0,-482000000.0,18122000000.0,2130000000.0,2163000000.0,55076000000.0,2930000000.0,3097000000.0,3282000000.0
2024-09-30,LMT,113800208384,Large-Cap,,1623000000.0,390000000.0,168000000.0,17104000000.0,2117000000.0,2140000000.0,55520000000.0,2141000000.0,3234000000.0,3221000000.0
2024-12-31,LMT,113800208384,Large-Cap,,527000000.0,459000000.0,92000000.0,18622000000.0,690000000.0,696000000.0,55617000000.0,2351000000.0,3474000000.0,2222000000.0
2025-03-31,LMT,113800208384,Large-Cap,,1712000000.0,397000000.0,81000000.0,17963000000.0,2323000000.0,2372000000.0,56669000000.0,2024000000.0,3599000000.0,3821000000.0
2025-06-30,LMT,113800208384,Large-Cap,,342000000.0,399000000.0,-2284000000.0,18155000000.0,734000000.0,649000000.0,58870000000.0,3306000000.0,3699000000.0,3653000000.0
2023-12-31,LNT,16983530496,Large-Cap,,,,,,,,,,,
2024-03-31,LNT,16983530496,Large-Cap,,,,,,,,,,,
2024-06-30,LNT,16983530496,Large-Cap,,87000000.0,187000000.0,-46000000.0,894000000.0,347000000.0,130000000.0,21836000000.0,409000000.0,323000000.0,581000000.0
2024-09-30,LNT,16983530496,Large-Cap,,295000000.0,195000000.0,-78000000.0,1081000000.0,537000000.0,313000000.0,22829000000.0,463000000.0,320000000.0,473000000.0
2024-12-31,LNT,16983530496,Large-Cap,,150000000.0,201000000.0,-70000000.0,976000000.0,454000000.0,221000000.0,22714000000.0,105000000.0,295000000.0,532000000.0
2025-03-31,LNT,16983530496,Large-Cap,,213000000.0,211000000.0,-125000000.0,1128000000.0,498000000.0,257000000.0,22851000000.0,361000000.0,265000000.0,405000000.0
2025-06-30,LNT,16983530496,Large-Cap,,174000000.0,209000000.0,-89000000.0,961000000.0,462000000.0,223000000.0,23750000000.0,518000000.0,278000000.0,497000000.0
2024-01-31,LOW,144199286784,Large-Cap,,,,,,,,,,,
